V    pH     from Simon
0.0,0.39
2.0,0.41
4.0,0.49
6.0,0.55
8.0,0.61
10.0,0.68
12.0,0.76
14.0,0.86
16.0,0.97
18.0,1.09
20.0,1.24
22.0,1.46
24.0,1.84
26.0,11.30
28.0,12.17
30.0,12.42
32.0,12.55
34.0,12.66
36.0,12.74
38.0,12.79
40.0,12.84
42.0,12.89
44.0,12.92
